2024-10-06 21:08:26,0,1.79
2024-10-06 21:08:26,1,3.54
2024-10-06 21:08:26,2,3.08
2024-10-06 21:08:26,3,2.99
2024-10-06 21:08:26,4,2.94
2024-10-06 21:08:26,5,3.67
2024-10-06 21:08:26,6,1.54
2024-10-06 21:08:26,7,2.01
2024-10-06 21:08:26,8,2.82
2024-10-06 21:08:26,9,2.26
2024-10-06 22:08:26,0,2.31
2024-10-06 22:08:26,1,2.02
2024-10-06 22:08:26,2,3.33
2024-10-06 22:08:26,3,1.95
2024-10-06 22:08:26,4,2.40
2024-10-06 22:08:26,5,3.07
2024-10-06 22:08:26,6,2.89
2024-10-06 22:08:26,7,2.03
2024-10-06 22:08:26,8,1.76
2024-10-06 22:08:26,9,2.08
2024-10-06 23:08:26,0,2.40
2024-10-06 23:08:26,1,3.94
2024-10-06 23:08:26,2,2.81
2024-10-06 23:08:26,3,3.32
2024-10-06 23:08:26,4,3.28
2024-10-06 23:08:26,5,3.25
2024-10-06 23:08:26,6,2.29
2024-10-06 23:08:26,7,2.62
2024-10-06 23:08:26,8,1.95
2024-10-06 23:08:26,9,2.74
2024-10-07 00:08:26,0,0.96
2024-10-07 00:08:26,1,1.30
2024-10-07 00:08:26,2,1.21
2024-10-07 00:08:26,3,0.98
2024-10-07 00:08:26,4,1.01
2024-10-07 00:08:26,5,0.84
2024-10-07 00:08:26,6,0.78
2024-10-07 00:08:26,7,0.74
2024-10-07 00:08:26,8,1.03
2024-10-07 00:08:26,9,0.69
2024-10-07 01:08:26,0,0.68
2024-10-07 01:08:26,1,1.33
2024-10-07 01:08:26,2,0.70
2024-10-07 01:08:26,3,1.09
2024-10-07 01:08:26,4,1.38
2024-10-07 01:08:26,5,1.34
2024-10-07 01:08:26,6,0.93
2024-10-07 01:08:26,7,0.89
2024-10-07 01:08:26,8,0.66
2024-10-07 01:08:26,9,0.89
2024-10-07 02:08:26,0,0.64
2024-10-07 02:08:26,1,1.14
2024-10-07 02:08:26,2,1.30
2024-10-07 02:08:26,3,0.87
2024-10-07 02:08:26,4,1.31
2024-10-07 02:08:26,5,0.85
2024-10-07 02:08:26,6,0.96
2024-10-07 02:08:26,7,1.22
2024-10-07 02:08:26,8,0.93
2024-10-07 02:08:26,9,0.89
2024-10-07 03:08:26,0,0.51
2024-10-07 03:08:26,1,0.79
2024-10-07 03:08:26,2,0.82
2024-10-07 03:08:26,3,1.08
2024-10-07 03:08:26,4,1.32
2024-10-07 03:08:26,5,1.23
2024-10-07 03:08:26,6,0.74
2024-10-07 03:08:26,7,0.91
2024-10-07 03:08:26,8,1.02
2024-10-07 03:08:26,9,0.75
2024-10-07 04:08:26,0,0.52
2024-10-07 04:08:26,1,0.86
2024-10-07 04:08:26,2,0.67
2024-10-07 04:08:26,3,0.94
2024-10-07 04:08:26,4,1.19
2024-10-07 04:08:26,5,0.75
2024-10-07 04:08:26,6,0.82
2024-10-07 04:08:26,7,0.90
2024-10-07 04:08:26,8,0.97
2024-10-07 04:08:26,9,0.55
2024-10-07 05:08:26,0,0.91
2024-10-07 05:08:26,1,1.29
2024-10-07 05:08:26,2,0.67
2024-10-07 05:08:26,3,0.79
2024-10-07 05:08:26,4,1.00
2024-10-07 05:08:26,5,1.11
2024-10-07 05:08:26,6,0.87
2024-10-07 05:08:26,7,1.10
2024-10-07 05:08:26,8,0.87
2024-10-07 05:08:26,9,0.81
2024-10-07 06:08:26,0,0.70
2024-10-07 06:08:26,1,1.10
2024-10-07 06:08:26,2,0.80
2024-10-07 06:08:26,3,0.86
2024-10-07 06:08:26,4,0.99
2024-10-07 06:08:26,5,1.12
2024-10-07 06:08:26,6,0.69
2024-10-07 06:08:26,7,0.99
2024-10-07 06:08:26,8,0.61
2024-10-07 06:08:26,9,0.83
2024-10-07 07:08:26,0,0.57
2024-10-07 07:08:26,1,1.11
2024-10-07 07:08:26,2,0.96
2024-10-07 07:08:26,3,0.83
2024-10-07 07:08:26,4,0.80
2024-10-07 07:08:26,5,0.96
2024-10-07 07:08:26,6,0.92
2024-10-07 07:08:26,7,0.93
2024-10-07 07:08:26,8,0.83
2024-10-07 07:08:26,9,0.54
2024-10-07 08:08:26,0,1.91
2024-10-07 08:08:26,1,2.47
2024-10-07 08:08:26,2,2.03
2024-10-07 08:08:26,3,1.91
2024-10-07 08:08:26,4,1.55
2024-10-07 08:08:26,5,1.88
2024-10-07 08:08:26,6,1.84
2024-10-07 08:08:26,7,1.48
2024-10-07 08:08:26,8,1.23
2024-10-07 08:08:26,9,1.05
2024-10-07 09:08:26,0,1.28
2024-10-07 09:08:26,1,1.79
2024-10-07 09:08:26,2,1.57
2024-10-07 09:08:26,3,1.73
2024-10-07 09:08:26,4,1.92
2024-10-07 09:08:26,5,2.32
2024-10-07 09:08:26,6,1.46
2024-10-07 09:08:26,7,2.30
2024-10-07 09:08:26,8,1.21
2024-10-07 09:08:26,9,1.10
2024-10-07 10:08:26,0,1.82
2024-10-07 10:08:26,1,2.50
2024-10-07 10:08:26,2,2.38
2024-10-07 10:08:26,3,1.83
2024-10-07 10:08:26,4,2.16
2024-10-07 10:08:26,5,1.85
2024-10-07 10:08:26,6,1.19
2024-10-07 10:08:26,7,1.48
2024-10-07 10:08:26,8,1.85
2024-10-07 10:08:26,9,1.63
2024-10-07 11:08:26,0,1.01
2024-10-07 11:08:26,1,2.16
2024-10-07 11:08:26,2,1.46
2024-10-07 11:08:26,3,2.09
2024-10-07 11:08:26,4,2.77
2024-10-07 11:08:26,5,2.02
2024-10-07 11:08:26,6,1.84
2024-10-07 11:08:26,7,1.66
2024-10-07 11:08:26,8,1.24
2024-10-07 11:08:26,9,1.71
2024-10-07 12:08:26,0,1.67
2024-10-07 12:08:26,1,2.41
2024-10-07 12:08:26,2,1.47
2024-10-07 12:08:26,3,1.72
2024-10-07 12:08:26,4,1.48
2024-10-07 12:08:26,5,2.83
2024-10-07 12:08:26,6,1.48
2024-10-07 12:08:26,7,2.11
2024-10-07 12:08:26,8,1.33
2024-10-07 12:08:26,9,1.56
2024-10-07 13:08:26,0,1.26
2024-10-07 13:08:26,1,2.04
2024-10-07 13:08:26,2,2.36
2024-10-07 13:08:26,3,1.52
2024-10-07 13:08:26,4,2.66
2024-10-07 13:08:26,5,2.27
2024-10-07 13:08:26,6,1.79
2024-10-07 13:08:26,7,1.27
2024-10-07 13:08:26,8,2.33
2024-10-07 13:08:26,9,1.80
2024-10-07 14:08:26,0,0.99
2024-10-07 14:08:26,1,1.70
2024-10-07 14:08:26,2,2.08
2024-10-07 14:08:26,3,1.77
2024-10-07 14:08:26,4,2.02
2024-10-07 14:08:26,5,2.45
2024-10-07 14:08:26,6,1.94
2024-10-07 14:08:26,7,2.38
2024-10-07 14:08:26,8,1.32
2024-10-07 14:08:26,9,1.72
2024-10-07 15:08:26,0,1.09
2024-10-07 15:08:26,1,2.28
2024-10-07 15:08:26,2,1.43
2024-10-07 15:08:26,3,1.39
2024-10-07 15:08:26,4,2.80
2024-10-07 15:08:26,5,1.80
2024-10-07 15:08:26,6,1.05
2024-10-07 15:08:26,7,2.04
2024-10-07 15:08:26,8,2.00
2024-10-07 15:08:26,9,1.34
2024-10-07 16:08:26,0,1.81
2024-10-07 16:08:26,1,2.28
2024-10-07 16:08:26,2,2.45
2024-10-07 16:08:26,3,2.17
2024-10-07 16:08:26,4,1.62
2024-10-07 16:08:26,5,2.22
2024-10-07 16:08:26,6,1.93
2024-10-07 16:08:26,7,1.62
2024-10-07 16:08:26,8,1.44
2024-10-07 16:08:26,9,1.76
2024-10-07 17:08:26,0,1.60
2024-10-07 17:08:26,1,2.41
2024-10-07 17:08:26,2,1.95
2024-10-07 17:08:26,3,1.33
2024-10-07 17:08:26,4,2.12
2024-10-07 17:08:26,5,2.79
2024-10-07 17:08:26,6,1.01
2024-10-07 17:08:26,7,1.75
2024-10-07 17:08:26,8,2.29
2024-10-07 17:08:26,9,1.61
2024-10-07 18:08:26,0,1.63
2024-10-07 18:08:26,1,1.64
2024-10-07 18:08:26,2,1.99
2024-10-07 18:08:26,3,2.28
2024-10-07 18:08:26,4,2.76
2024-10-07 18:08:26,5,1.65
2024-10-07 18:08:26,6,1.73
2024-10-07 18:08:26,7,2.23
2024-10-07 18:08:26,8,1.60
2024-10-07 18:08:26,9,1.09
2024-10-07 19:08:26,0,2.09
2024-10-07 19:08:26,1,3.40
2024-10-07 19:08:26,2,2.31
2024-10-07 19:08:26,3,1.89
2024-10-07 19:08:26,4,3.70
2024-10-07 19:08:26,5,2.34
2024-10-07 19:08:26,6,2.45
2024-10-07 19:08:26,7,2.90
2024-10-07 19:08:26,8,2.39
2024-10-07 19:08:26,9,1.70
2024-10-07 20:08:26,0,1.47
2024-10-07 20:08:26,1,3.59
2024-10-07 20:08:26,2,3.11
2024-10-07 20:08:26,3,3.16
2024-10-07 20:08:26,4,3.97
2024-10-07 20:08:26,5,4.03
2024-10-07 20:08:26,6,2.88
2024-10-07 20:08:26,7,3.13
2024-10-07 20:08:26,8,1.96
2024-10-07 20:08:26,9,1.97
2024-10-07 21:08:26,0,1.55
2024-10-07 21:08:26,1,3.48
2024-10-07 21:08:26,2,3.05
2024-10-07 21:08:26,3,2.71
2024-10-07 21:08:26,4,3.28
2024-10-07 21:08:26,5,3.80
2024-10-07 21:08:26,6,1.74
2024-10-07 21:08:26,7,3.46
